Entity,Code,Year,Oil Consumption - TWh
France,FRA,1965,637.3014526367188
France,FRA,1966,683.123046875
France,FRA,1967,784.7899780273438
France,FRA,1968,850.431640625
France,FRA,1969,982.6675415039062
France,FRA,1970,1116.3309326171875
France,FRA,1971,1216.74853515625
France,FRA,1972,1350.9571533203125
France,FRA,1973,1506.025634765625
France,FRA,1974,1430.9876708984375
France,FRA,1975,1307.8751220703125
France,FRA,1976,1414.7838134765625
France,FRA,1977,1358.818359375
France,FRA,1978,1416.0526123046875
France,FRA,1979,1408.64208984375
France,FRA,1980,1309.013671875
France,FRA,1981,1181.7371826171875
France,FRA,1982,1094.396240234375
France,FRA,1983,1068.1715087890625
France,FRA,1984,1029.90576171875
France,FRA,1985,1012.8424682617188
France,FRA,1986,1033.2645263671875
France,FRA,1987,1040.2767333984375
France,FRA,1988,1034.020263671875
France,FRA,1989,1061.673828125
France,FRA,1990,1077.647705078125
France,FRA,1991,1141.23193359375
France,FRA,1992,1139.4677734375
France,FRA,1993,1098.2132568359375
France,FRA,1994,1062.0352783203125
France,FRA,1995,1070.697021484375
France,FRA,1996,1093.0750732421875
France,FRA,1997,1101.11376953125
France,FRA,1998,1141.11376953125
France,FRA,1999,1157.1685791015625
France,FRA,2000,1138.9818115234375
France,FRA,2001,1144.567626953125
France,FRA,2002,1112.9808349609375
France,FRA,2003,1114.92138671875
France,FRA,2004,1124.8521728515625
France,FRA,2005,1109.278076171875
France,FRA,2006,1106.107421875
France,FRA,2007,1078.2171630859375
France,FRA,2008,1057.442626953125
France,FRA,2009,1015.3374633789062
France,FRA,2010,980.4591674804688
France,FRA,2011,959.3894653320312
France,FRA,2012,927.1686401367188
France,FRA,2013,915.1279296875
France,FRA,2014,885.45361328125
France,FRA,2015,885.4328002929688
France,FRA,2016,879.3369140625
France,FRA,2017,883.0668334960938
France,FRA,2018,880.4595336914062
France,FRA,2019,873.4210815429688
France,FRA,2020,745.1143188476562
France,FRA,2021,807.9752807617188
Germany,DEU,1965,1020.5697631835938
Germany,DEU,1966,1141.8321533203125
Germany,DEU,1967,1187.421630859375
Germany,DEU,1968,1331.1226806640625
Germany,DEU,1969,1496.9417724609375
Germany,DEU,1970,1644.0703125
Germany,DEU,1971,1712.53173828125
Germany,DEU,1972,1807.81640625
Germany,DEU,1973,1927.14794921875
Germany,DEU,1974,1748.5242919921875
Germany,DEU,1975,1698.330078125
Germany,DEU,1976,1834.9530029296875
Germany,DEU,1977,1812.365478515625
Germany,DEU,1978,1890.278076171875
Germany,DEU,1979,1949.9530029296875
Germany,DEU,1980,1764.3438720703125
Germany,DEU,1981,1601.3843994140625
Germany,DEU,1982,1513.8575439453125
Germany,DEU,1983,1482.4481201171875
Germany,DEU,1984,1477.5570068359375
Germany,DEU,1985,1522.7412109375
Germany,DEU,1986,1604.220703125
Germany,DEU,1987,1562.0078125
Germany,DEU,1988,1562.9130859375
Germany,DEU,1989,1468.3829345703125
Germany,DEU,1990,1537.293212890625
Germany,DEU,1991,1607.6146240234375
Germany,DEU,1992,1621.6551513671875
Germany,DEU,1993,1646.872802734375
Germany,DEU,1994,1631.9727783203125
Germany,DEU,1995,1631.1295166015625
Germany,DEU,1996,1658.8780517578125
Germany,DEU,1997,1648.9271240234375
Germany,DEU,1998,1650.7171630859375
Germany,DEU,1999,1601.1072998046875
Germany,DEU,2000,1570.434814453125
Germany,DEU,2001,1590.96337890625
Germany,DEU,2002,1537.7799072265625
Germany,DEU,2003,1507.717041015625
Germany,DEU,2004,1490.4901123046875
Germany,DEU,2005,1460.0576171875
Germany,DEU,2006,1457.2371826171875
Germany,DEU,2007,1319.4586181640625
Germany,DEU,2008,1399.0693359375
Germany,DEU,2009,1339.83837890625
Germany,DEU,2010,1357.644287109375
Germany,DEU,2011,1313.2708740234375
Germany,DEU,2012,1305.3892822265625
Germany,DEU,2013,1334.262451171875
Germany,DEU,2014,1298.3179931640625
Germany,DEU,2015,1296.542236328125
Germany,DEU,2016,1323.3187255859375
Germany,DEU,2017,1352.04296875
Germany,DEU,2018,1286.6826171875
Germany,DEU,2019,1294.7366943359375
Germany,DEU,2020,1172.283935546875
Germany,DEU,2021,1162.248291015625
Greece,GRC,1965,52.27322769165039
Greece,GRC,1966,57.07658386230469
Greece,GRC,1967,67.11283111572266
Greece,GRC,1968,68.69305419921875
Greece,GRC,1969,73.09414672851562
Greece,GRC,1970,79.16741180419922
Greece,GRC,1971,87.45738983154297
Greece,GRC,1972,101.31321716308594
Greece,GRC,1973,117.92021179199219
Greece,GRC,1974,110.66204833984375
Greece,GRC,1975,117.24805450439453
Greece,GRC,1976,124.79239654541016
Greece,GRC,1977,127.14097595214844
Greece,GRC,1978,138.4366912841797
Greece,GRC,1979,146.4254608154297
Greece,GRC,1980,144.97279357910156
Greece,GRC,1981,140.84197998046875
Greece,GRC,1982,141.51080322265625
Greece,GRC,1983,135.79776000976562
Greece,GRC,1984,139.1630401611328
Greece,GRC,1985,141.48158264160156
Greece,GRC,1986,143.58203125
Greece,GRC,1987,155.9617156982422
Greece,GRC,1988,161.0731658935547
Greece,GRC,1989,177.45236206054688
Greece,GRC,1990,186.7425537109375
Greece,GRC,1991,190.55426025390625
Greece,GRC,1992,194.52259826660156
Greece,GRC,1993,198.5120391845703
Greece,GRC,1994,203.04324340820312
Greece,GRC,1995,211.8128662109375
Greece,GRC,1996,219.8805389404297
Greece,GRC,1997,222.0585174560547
Greece,GRC,1998,232.4791717529297
Greece,GRC,1999,227.01150512695312
Greece,GRC,2000,236.2486572265625
Greece,GRC,2001,239.57070922851562
Greece,GRC,2002,240.72467041015625
Greece,GRC,2003,252.75018310546875
Greece,GRC,2004,247.72808837890625
Greece,GRC,2005,249.0912628173828
Greece,GRC,2006,260.4898376464844
Greece,GRC,2007,263.4405212402344
Greece,GRC,2008,252.57150268554688
Greece,GRC,2009,236.808837890625
Greece,GRC,2010,214.71914672851562
Greece,GRC,2011,204.57789611816406
Greece,GRC,2012,178.33143615722656
Greece,GRC,2013,164.76158142089844
Greece,GRC,2014,163.35301208496094
Greece,GRC,2015,170.19883728027344
Greece,GRC,2016,169.91696166992188
Greece,GRC,2017,173.99319458007812
Greece,GRC,2018,171.97283935546875
Greece,GRC,2019,177.1958465576172
Greece,GRC,2020,143.45924377441406
Greece,GRC,2021,143.1943359375
High-income countries,,1965,13575.5771484375
High-income countries,,1966,14572.970703125
High-income countries,,1967,15634.72265625
High-income countries,,1968,17000.9609375
High-income countries,,1969,18463.322265625
High-income countries,,1970,20043.296875
High-income countries,,1971,21010.232421875
High-income countries,,1972,22538.25390625
High-income countries,,1973,24235.78125
High-income countries,,1974,23194.98046875
High-income countries,,1975,22367.494140625
High-income countries,,1976,23883.923828125
High-income countries,,1977,24498.3828125
High-income countries,,1978,25392.90625
High-income countries,,1979,25561.677734375
High-income countries,,1980,23700.66796875
High-income countries,,1981,22347.607421875
High-income countries,,1982,21244.451171875
High-income countries,,1983,20938.72265625
High-income countries,,1984,21505.841796875
High-income countries,,1985,21483.630859375
High-income countries,,1986,22258.96484375
High-income countries,,1987,22552.796875
High-income countries,,1988,23469.373046875
High-income countries,,1989,23778.515625
High-income countries,,1990,23982.53515625
High-income countries,,1991,24062.05078125
High-income countries,,1992,24649.3671875
High-income countries,,1993,24736.21484375
High-income countries,,1994,25565.98046875
High-income countries,,1995,26004.318359375
High-income countries,,1996,26706.677734375
High-income countries,,1997,27089.4921875
High-income countries,,1998,27285.4609375
High-income countries,,1999,27794.53515625
High-income countries,,2000,27797.224609375
High-income countries,,2001,27940.2890625
High-income countries,,2002,28004.3359375
High-income countries,,2003,28451.6015625
High-income countries,,2004,29090.794921875
High-income countries,,2005,29155.564453125
High-income countries,,2006,29075.525390625
High-income countries,,2007,29018.560546875
High-income countries,,2008,28185.54296875
High-income countries,,2009,27061.583984375
High-income countries,,2010,27545.841796875
High-income countries,,2011,27303.255859375
High-income countries,,2012,27147.650390625
High-income countries,,2013,27123.900390625
High-income countries,,2014,27108.2265625
High-income countries,,2015,27604.87109375
High-income countries,,2016,27985.953125
High-income countries,,2017,28144.025390625
High-income countries,,2018,28328.3046875
High-income countries,,2019,28055.107421875
High-income countries,,2020,24824.3984375
High-income countries,,2021,26192.267578125
Hong Kong,HKG,1965,24.87152099609375
Hong Kong,HKG,1966,27.293041229248047
Hong Kong,HKG,1967,32.704254150390625
Hong Kong,HKG,1968,35.718658447265625
Hong Kong,HKG,1969,42.38125991821289
Hong Kong,HKG,1970,45.73744583129883
Hong Kong,HKG,1971,48.24564743041992
Hong Kong,HKG,1972,55.002899169921875
Hong Kong,HKG,1973,57.120670318603516
Hong Kong,HKG,1974,58.476112365722656
Hong Kong,HKG,1975,55.05731201171875
Hong Kong,HKG,1976,64.99793243408203
Hong Kong,HKG,1977,70.202392578125
Hong Kong,HKG,1978,72.95870208740234
Hong Kong,HKG,1979,74.71643829345703
Hong Kong,HKG,1980,76.37256622314453
Hong Kong,HKG,1981,81.00213623046875
Hong Kong,HKG,1982,78.94145202636719
Hong Kong,HKG,1983,70.2967300415039
Hong Kong,HKG,1984,65.15005493164062
Hong Kong,HKG,1985,61.261138916015625
Hong Kong,HKG,1986,59.87338638305664
Hong Kong,HKG,1987,58.73012161254883
Hong Kong,HKG,1988,67.36971282958984
Hong Kong,HKG,1989,71.8466796875
Hong Kong,HKG,1990,75.48578643798828
Hong Kong,HKG,1991,75.47003173828125
Hong Kong,HKG,1992,96.86925506591797
Hong Kong,HKG,1993,100.89405822753906
Hong Kong,HKG,1994,107.65178680419922
Hong Kong,HKG,1995,115.22543334960938
Hong Kong,HKG,1996,112.90665435791016
Hong Kong,HKG,1997,111.75032806396484
Hong Kong,HKG,1998,107.21990203857422
Hong Kong,HKG,1999,114.08350372314453
Hong Kong,HKG,2000,118.88865661621094
Hong Kong,HKG,2001,141.33518981933594
Hong Kong,HKG,2002,154.4663848876953
Hong Kong,HKG,2003,155.4425811767578
Hong Kong,HKG,2004,183.0595703125
Hong Kong,HKG,2005,165.1094970703125
Hong Kong,HKG,2006,178.45948791503906
Hong Kong,HKG,2007,191.26966857910156
Hong Kong,HKG,2008,173.34849548339844
Hong Kong,HKG,2009,196.6848602294922
Hong Kong,HKG,2010,212.6366729736328
Hong Kong,HKG,2011,214.10520935058594
Hong Kong,HKG,2012,205.13832092285156
Hong Kong,HKG,2013,209.56561279296875
Hong Kong,HKG,2014,198.40916442871094
Hong Kong,HKG,2015,217.8604736328125
Hong Kong,HKG,2016,225.61048889160156
Hong Kong,HKG,2017,254.9552001953125
Hong Kong,HKG,2018,258.1130065917969
Hong Kong,HKG,2019,241.28253173828125
Hong Kong,HKG,2020,169.85096740722656
Hong Kong,HKG,2021,151.88185119628906
Hungary,HUN,1965,44.27309036254883
Hungary,HUN,1966,48.62621307373047
Hungary,HUN,1967,51.4496955871582
Hungary,HUN,1968,53.9205436706543
Hungary,HUN,1969,60.313941955566406
Hungary,HUN,1970,70.05364227294922
Hungary,HUN,1971,78.92729187011719
Hungary,HUN,1972,85.9933853149414
Hungary,HUN,1973,96.75220489501953
Hungary,HUN,1974,105.9219970703125
Hungary,HUN,1975,119.49148559570312
Hungary,HUN,1976,125.17623138427734
Hungary,HUN,1977,133.0910186767578
Hungary,HUN,1978,147.21310424804688
Hungary,HUN,1979,138.70980834960938
Hungary,HUN,1980,134.84071350097656
Hungary,HUN,1981,128.84254455566406
Hungary,HUN,1982,122.05012512207031
Hungary,HUN,1983,115.73053741455078
Hungary,HUN,1984,121.19100189208984
Hungary,HUN,1985,123.43375396728516
Hungary,HUN,1986,114.00161743164062
Hungary,HUN,1987,119.5118637084961
Hungary,HUN,1988,110.64611053466797
Hungary,HUN,1989,107.24679565429688
Hungary,HUN,1990,108.34432220458984
Hungary,HUN,1991,92.70760345458984
Hungary,HUN,1992,98.7859115600586
Hungary,HUN,1993,90.0505142211914
Hungary,HUN,1994,93.48406219482422
Hungary,HUN,1995,89.05665588378906
Hungary,HUN,1996,82.20682525634766
Hungary,HUN,1997,84.08113861083984
Hungary,HUN,1998,89.22077941894531
Hungary,HUN,1999,84.5387191772461
Hungary,HUN,2000,81.93965148925781
Hungary,HUN,2001,79.09835052490234
Hungary,HUN,2002,77.13689422607422
Hungary,HUN,2003,72.2718505859375
Hungary,HUN,2004,76.8084487915039
Hungary,HUN,2005,88.59307098388672
Hungary,HUN,2006,93.62163543701172
Hungary,HUN,2007,93.2751235961914
Hungary,HUN,2008,88.61869049072266
Hungary,HUN,2009,84.132080078125
Hungary,HUN,2010,78.89961242675781
Hungary,HUN,2011,76.94261169433594
Hungary,HUN,2012,72.07355499267578
Hungary,HUN,2013,70.47860717773438
Hungary,HUN,2014,78.43843841552734
Hungary,HUN,2015,84.04167938232422
Hungary,HUN,2016,83.49990844726562
Hungary,HUN,2017,90.49847412109375
Hungary,HUN,2018,97.06159210205078
Hungary,HUN,2019,98.02886199951172
Hungary,HUN,2020,89.64947509765625
Hungary,HUN,2021,94.82250213623047
Iceland,ISL,1965,5.612465858459473
Iceland,ISL,1966,6.051159381866455
Iceland,ISL,1967,5.871542453765869
Iceland,ISL,1968,6.269312858581543
Iceland,ISL,1969,5.749499797821045
Iceland,ISL,1970,5.875635147094727
Iceland,ISL,1971,6.399699687957764
Iceland,ISL,1972,6.8569254875183105
Iceland,ISL,1973,7.939724922180176
Iceland,ISL,1974,7.410026550292969
Iceland,ISL,1975,6.960410118103027
Iceland,ISL,1976,6.993077278137207
Iceland,ISL,1977,7.313648223876953
Iceland,ISL,1978,7.706604480743408
Iceland,ISL,1979,7.482763290405273
Iceland,ISL,1980,6.962151050567627
Iceland,ISL,1981,6.795263767242432
Iceland,ISL,1982,6.210005760192871
Iceland,ISL,1983,6.033722877502441
Iceland,ISL,1984,6.29586935043335
Iceland,ISL,1985,6.274548053741455
Iceland,ISL,1986,6.36476993560791
Iceland,ISL,1987,6.882993698120117
Iceland,ISL,1988,7.19540548324585
Iceland,ISL,1989,7.6968536376953125
Iceland,ISL,1990,7.847220420837402
Iceland,ISL,1991,7.368016719818115
Iceland,ISL,1992,7.940361022949219
Iceland,ISL,1993,8.2384614944458
Iceland,ISL,1994,8.346259117126465
Iceland,ISL,1995,8.396833419799805
Iceland,ISL,1996,9.381994247436523
Iceland,ISL,1997,9.20710563659668
Iceland,ISL,1998,9.43303394317627
Iceland,ISL,1999,9.417009353637695
Iceland,ISL,2000,9.598543167114258
Iceland,ISL,2001,9.007859230041504
Iceland,ISL,2002,9.370295524597168
Iceland,ISL,2003,9.47095012664795
Iceland,ISL,2004,9.906973838806152
Iceland,ISL,2005,10.089533805847168
Iceland,ISL,2006,10.258591651916504
Iceland,ISL,2007,10.291719436645508
Iceland,ISL,2008,9.528945922851562
Iceland,ISL,2009,8.832884788513184
Iceland,ISL,2010,8.459281921386719
Iceland,ISL,2011,8.344928741455078
Iceland,ISL,2012,8.255022048950195
Iceland,ISL,2013,8.627571105957031
Iceland,ISL,2014,9.023056983947754
Iceland,ISL,2015,9.844437599182129
Iceland,ISL,2016,10.842628479003906
Iceland,ISL,2017,12.105061531066895
Iceland,ISL,2018,13.107481956481934
Iceland,ISL,2019,11.098069190979004
Iceland,ISL,2020,7.312896728515625
Iceland,ISL,2021,7.448796272277832
India,IND,1965,146.99513244628906
India,IND,1966,164.14968872070312
India,IND,1967,169.3602294921875
India,IND,1968,189.77088928222656
India,IND,1969,227.9288330078125
India,IND,1970,226.89144897460938
India,IND,1971,243.33245849609375
India,IND,1972,262.3832702636719
India,IND,1973,276.9590759277344
India,IND,1974,271.54296875
India,IND,1975,278.09283447265625
India,IND,1976,293.2586975097656
India,IND,1977,315.0440368652344
India,IND,1978,342.37451171875
India,IND,1979,369.4727478027344
India,IND,1980,376.816162109375
India,IND,1981,405.6552734375
India,IND,1982,422.6563415527344
India,IND,1983,444.3529357910156
India,IND,1984,477.0670166015625
India,IND,1985,517.6358032226562
India,IND,1986,544.2594604492188
India,IND,1987,561.7667846679688
India,IND,1988,616.5007934570312
India,IND,1989,667.7726440429688
India,IND,1990,694.0582275390625
India,IND,1991,706.10107421875
India,IND,1992,744.1865844726562
India,IND,1993,752.0427856445312
India,IND,1994,808.2667236328125
India,IND,1995,901.3516845703125
India,IND,1996,972.7613525390625
India,IND,1997,1039.855712890625
India,IND,1998,1113.5074462890625
India,IND,1999,1222.5789794921875
India,IND,2000,1281.2371826171875
India,IND,2001,1285.022216796875
India,IND,2002,1311.63427734375
India,IND,2003,1336.1466064453125
India,IND,2004,1414.2177734375
India,IND,2005,1438.14404296875
India,IND,2006,1519.21044921875
India,IND,2007,1622.900634765625
India,IND,2008,1704.718994140625
India,IND,2009,1793.476806640625
India,IND,2010,1832.5694580078125
India,IND,2011,1920.2164306640625
India,IND,2012,2036.41748046875
India,IND,2013,2051.26220703125
India,IND,2014,2107.812744140625
India,IND,2015,2277.954345703125
India,IND,2016,2498.029296875
India,IND,2017,2571.887451171875
India,IND,2018,2688.041259765625
India,IND,2019,2775.61181640625
India,IND,2020,2521.105224609375
India,IND,2021,2612.80712890625
Indonesia,IDN,1965,72.54362487792969
Indonesia,IDN,1966,69.86446380615234
Indonesia,IDN,1967,67.40280151367188
Indonesia,IDN,1968,71.29930877685547
Indonesia,IDN,1969,76.3340835571289
Indonesia,IDN,1970,80.99266815185547
Indonesia,IDN,1971,83.9438247680664
Indonesia,IDN,1972,90.78369140625
Indonesia,IDN,1973,108.37455749511719
Indonesia,IDN,1974,113.21974182128906
Indonesia,IDN,1975,129.84835815429688
Indonesia,IDN,1976,139.89663696289062
Indonesia,IDN,1977,164.95785522460938
Indonesia,IDN,1978,185.9168243408203
Indonesia,IDN,1979,202.27560424804688
Indonesia,IDN,1980,227.56358337402344
Indonesia,IDN,1981,249.52279663085938
Indonesia,IDN,1982,259.333984375
Indonesia,IDN,1983,253.85255432128906
Indonesia,IDN,1984,273.57244873046875
Indonesia,IDN,1985,268.88299560546875
Indonesia,IDN,1986,275.7363586425781
Indonesia,IDN,1987,285.6098327636719
Indonesia,IDN,1988,300.3826904296875
Indonesia,IDN,1989,318.60797119140625
Indonesia,IDN,1990,366.2628479003906
Indonesia,IDN,1991,390.09222412109375
Indonesia,IDN,1992,420.5104064941406
Indonesia,IDN,1993,448.4648132324219
Indonesia,IDN,1994,443.3411560058594
Indonesia,IDN,1995,490.8204040527344
Indonesia,IDN,1996,527.9099731445312
Indonesia,IDN,1997,584.7649536132812
Indonesia,IDN,1998,557.0962524414062
Indonesia,IDN,1999,583.228759765625
Indonesia,IDN,2000,637.0120849609375
Indonesia,IDN,2001,659.388671875
Indonesia,IDN,2002,661.4091186523438
Indonesia,IDN,2003,679.2622680664062
Indonesia,IDN,2004,718.9225463867188
Indonesia,IDN,2005,717.8884887695312
Indonesia,IDN,2006,691.3363037109375
Indonesia,IDN,2007,729.2266235351562
Indonesia,IDN,2008,743.9419555664062
Indonesia,IDN,2009,747.3289794921875
Indonesia,IDN,2010,791.2341918945312
Indonesia,IDN,2011,848.44189453125
Indonesia,IDN,2012,892.1083374023438
Indonesia,IDN,2013,862.6083374023438
Indonesia,IDN,2014,859.0770263671875
Indonesia,IDN,2015,819.1790161132812
Indonesia,IDN,2016,790.218505859375
Indonesia,IDN,2017,847.52001953125
Indonesia,IDN,2018,874.2885131835938
Indonesia,IDN,2019,849.87451171875
Indonesia,IDN,2020,749.008544921875
Indonesia,IDN,2021,786.1714477539062
Iran,IRN,1965,81.93970489501953
Iran,IRN,1966,89.68451690673828
Iran,IRN,1967,99.2054443359375
Iran,IRN,1968,109.47245788574219
Iran,IRN,1969,119.56593322753906
Iran,IRN,1970,129.19635009765625
Iran,IRN,1971,141.6466522216797
Iran,IRN,1972,157.65855407714844
Iran,IRN,1973,189.24191284179688
Iran,IRN,1974,219.95901489257812
Iran,IRN,1975,257.91961669921875
Iran,IRN,1976,292.3251037597656
Iran,IRN,1977,339.1593322753906
Iran,IRN,1978,340.15069580078125
Iran,IRN,1979,357.9211730957031
Iran,IRN,1980,330.28472900390625
Iran,IRN,1981,328.6183776855469
Iran,IRN,1982,357.8790588378906
Iran,IRN,1983,435.680419921875
Iran,IRN,1984,471.6441345214844
Iran,IRN,1985,518.3890380859375
Iran,IRN,1986,478.29693603515625
Iran,IRN,1987,498.8362121582031
Iran,IRN,1988,500.27935791015625
Iran,IRN,1989,536.6414794921875
Iran,IRN,1990,553.211181640625
Iran,IRN,1991,586.5464477539062
Iran,IRN,1992,630.6393432617188
Iran,IRN,1993,691.7041015625
Iran,IRN,1994,714.4830322265625
Iran,IRN,1995,702.6481323242188
Iran,IRN,1996,737.4683227539062
Iran,IRN,1997,758.1709594726562
Iran,IRN,1998,736.0621337890625
Iran,IRN,1999,752.2656860351562
Iran,IRN,2000,775.711181640625
Iran,IRN,2001,799.7440185546875
Iran,IRN,2002,806.6087036132812
Iran,IRN,2003,810.2835083007812
Iran,IRN,2004,848.9063110351562
Iran,IRN,2005,910.1544799804688
Iran,IRN,2006,991.9343872070312
Iran,IRN,2007,999.0738525390625
Iran,IRN,2008,1029.7059326171875
Iran,IRN,2009,1002.6773071289062
Iran,IRN,2010,935.3784790039062
Iran,IRN,2011,953.44091796875
Iran,IRN,2012,982.4461669921875
Iran,IRN,2013,1048.9322509765625
Iran,IRN,2014,972.7606201171875
Iran,IRN,2015,856.49658203125
Iran,IRN,2016,849.546142578125
Iran,IRN,2017,875.5689086914062
Iran,IRN,2018,914.9714965820312
Iran,IRN,2019,949.2357177734375
Iran,IRN,2020,894.6365356445312
Iran,IRN,2021,901.8779296875
Iraq,IRQ,1965,18.064800262451172
Iraq,IRQ,1966,19.33100128173828
Iraq,IRQ,1967,20.708927154541016
Iraq,IRQ,1968,22.23212242126465
Iraq,IRQ,1969,23.81018829345703
Iraq,IRQ,1970,31.23763084411621
Iraq,IRQ,1971,33.48013687133789
Iraq,IRQ,1972,40.729270935058594
Iraq,IRQ,1973,39.85892868041992
Iraq,IRQ,1974,39.219146728515625
Iraq,IRQ,1975,39.17350769042969
Iraq,IRQ,1976,47.936946868896484
Iraq,IRQ,1977,56.69448471069336
Iraq,IRQ,1978,54.79533767700195
Iraq,IRQ,1979,66.81039428710938
Iraq,IRQ,1980,87.15145874023438
Iraq,IRQ,1981,87.05760192871094
Iraq,IRQ,1982,89.89552307128906
Iraq,IRQ,1983,106.47716522216797
Iraq,IRQ,1984,117.484619140625
Iraq,IRQ,1985,133.38356018066406
Iraq,IRQ,1986,148.50924682617188
Iraq,IRQ,1987,151.35134887695312
Iraq,IRQ,1988,164.53359985351562
Iraq,IRQ,1989,186.9792938232422
Iraq,IRQ,1990,186.1629638671875
Iraq,IRQ,1991,125.08224487304688
Iraq,IRQ,1992,197.36927795410156
Iraq,IRQ,1993,268.42352294921875
Iraq,IRQ,1994,303.7690124511719
Iraq,IRQ,1995,300.1285705566406
Iraq,IRQ,1996,301.8482666015625
Iraq,IRQ,1997,369.4200744628906
Iraq,IRQ,1998,265.85894775390625
Iraq,IRQ,1999,183.1770782470703
Iraq,IRQ,2000,283.28509521484375
Iraq,IRQ,2001,323.3523864746094
Iraq,IRQ,2002,306.86572265625
Iraq,IRQ,2003,275.4603271484375
Iraq,IRQ,2004,299.974609375
Iraq,IRQ,2005,280.53448486328125
Iraq,IRQ,2006,271.706298828125
Iraq,IRQ,2007,243.8377685546875
Iraq,IRQ,2008,273.0975036621094
Iraq,IRQ,2009,263.08209228515625
Iraq,IRQ,2010,299.03814697265625
Iraq,IRQ,2011,318.9728698730469
Iraq,IRQ,2012,351.5544738769531
Iraq,IRQ,2013,390.68511962890625
Iraq,IRQ,2014,367.53631591796875
Iraq,IRQ,2015,355.36285400390625
Iraq,IRQ,2016,391.62799072265625
Iraq,IRQ,2017,407.95404052734375
Iraq,IRQ,2018,484.7773742675781
Iraq,IRQ,2019,409.0865173339844
Iraq,IRQ,2020,357.75482177734375
Iraq,IRQ,2021,409.943603515625
Ireland,IRL,1965,28.52216339111328
Ireland,IRL,1966,31.88155174255371
Ireland,IRL,1967,35.6956901550293
Ireland,IRL,1968,39.704017639160156
Ireland,IRL,1969,43.15343475341797
Ireland,IRL,1970,48.4263801574707
Ireland,IRL,1971,53.493186950683594
Ireland,IRL,1972,58.88447570800781
Ireland,IRL,1973,63.811317443847656
Ireland,IRL,1974,63.19731521606445
Ireland,IRL,1975,61.815147399902344
Ireland,IRL,1976,62.78248596191406
Ireland,IRL,1977,66.95626831054688
Ireland,IRL,1978,71.8935546875
Ireland,IRL,1979,75.46185302734375
Ireland,IRL,1980,67.97168731689453
Ireland,IRL,1981,60.3842887878418
Ireland,IRL,1982,52.857913970947266
Ireland,IRL,1983,48.004547119140625
Ireland,IRL,1984,47.20720672607422
Ireland,IRL,1985,47.07807540893555
Ireland,IRL,1986,58.1185188293457
Ireland,IRL,1987,51.009117126464844
Ireland,IRL,1988,46.249053955078125
Ireland,IRL,1989,47.58445739746094
Ireland,IRL,1990,52.879634857177734
Ireland,IRL,1991,58.04252243041992
Ireland,IRL,1992,60.744720458984375
Ireland,IRL,1993,61.54863739013672
Ireland,IRL,1994,67.13884735107422
Ireland,IRL,1995,68.39937591552734
Ireland,IRL,1996,72.01289367675781
Ireland,IRL,1997,78.22833251953125
Ireland,IRL,1998,87.65817260742188
Ireland,IRL,1999,99.2354507446289
Ireland,IRL,2000,98.74266052246094
Ireland,IRL,2001,106.40008544921875
Ireland,IRL,2002,104.32109069824219
Ireland,IRL,2003,101.6037826538086
Ireland,IRL,2004,105.27774810791016
Ireland,IRL,2005,110.83222198486328
Ireland,IRL,2006,110.66594696044922
Ireland,IRL,2007,111.89871978759766
Ireland,IRL,2008,106.76354217529297
Ireland,IRL,2009,94.1797866821289
Ireland,IRL,2010,89.81561279296875
Ireland,IRL,2011,84.37815856933594
Ireland,IRL,2012,79.45584106445312
Ireland,IRL,2013,79.51541900634766
Ireland,IRL,2014,78.56532287597656
Ireland,IRL,2015,82.39286041259766
Ireland,IRL,2016,86.18897247314453
Ireland,IRL,2017,85.58354949951172
Ireland,IRL,2018,88.83021545410156
Ireland,IRL,2019,88.0555419921875
Ireland,IRL,2020,75.1766128540039
Ireland,IRL,2021,76.42920684814453
Israel,ISR,1965,40.276981353759766
Israel,ISR,1966,41.695316314697266
Israel,ISR,1967,50.674129486083984
Israel,ISR,1968,51.30147933959961
Israel,ISR,1969,58.12165832519531
Israel,ISR,1970,62.26057815551758
Israel,ISR,1971,70.90864562988281
Israel,ISR,1972,67.12220001220703
Israel,ISR,1973,72.3036117553711
Israel,ISR,1974,72.49729919433594
Israel,ISR,1975,74.56834411621094
Israel,ISR,1976,76.48452758789062
Israel,ISR,1977,80.34449005126953
Israel,ISR,1978,87.78669738769531
Israel,ISR,1979,90.86662292480469
Israel,ISR,1980,92.54658508300781
Israel,ISR,1981,94.11931610107422
Israel,ISR,1982,94.85221862792969
Israel,ISR,1983,89.0286865234375
Israel,ISR,1984,85.71314239501953
Israel,ISR,1985,76.26488494873047
Israel,ISR,1986,79.1062240600586
Israel,ISR,1987,84.97657012939453
Israel,ISR,1988,94.02596282958984
Israel,ISR,1989,97.61043548583984
Israel,ISR,1990,101.24890899658203
Israel,ISR,1991,101.15154266357422
Israel,ISR,1992,116.15121459960938
Israel,ISR,1993,124.56147766113281
Israel,ISR,1994,129.30416870117188
Israel,ISR,1995,146.87704467773438
Israel,ISR,1996,143.86280822753906
Israel,ISR,1997,157.65806579589844
Israel,ISR,1998,164.6537322998047
Israel,ISR,1999,174.33197021484375
Israel,ISR,2000,154.44406127929688
Israel,ISR,2001,143.0897674560547
Israel,ISR,2002,142.7264862060547
Israel,ISR,2003,146.5262451171875
Israel,ISR,2004,139.08590698242188
Israel,ISR,2005,136.4540557861328
Israel,ISR,2006,130.68551635742188
